mysql root@(none):covid_data> select Name, Never_Mask, Rarely_Mask, Sometimes_Mask, Frequently_Mask, Always_Mask  from `County` order by `Always_Mask` desc;
+-----------------------------------+------------+-------------+----------------+-----------------+-------------+
| Name                              | Never_Mask | Rarely_Mask | Sometimes_Mask | Frequently_Mask | Always_Mask |
| Webster                           | 0.019      | 0.064       | 0.103          | 0.210           | 0.603       |
| Christian                         | 0.059      | 0.057       | 0.091          | 0.190           | 0.603       |
| St. James                         | 0.034      | 0.099       | 0.202          | 0.061           | 0.603       |
| Clinton                           | 0.033      | 0.056       | 0.046          | 0.263           | 0.603       |
| Pender                            | 0.050      | 0.035       | 0.142          | 0.169           | 0.603       |
| Union                             | 0.034      | 0.088       | 0.086          | 0.189           | 0.603       |
| Lynchburg city                    | 0.070      | 0.031       | 0.073          | 0.222           | 0.603       |
| Navajo                            | 0.091      | 0.108       | 0.059          | 0.139           | 0.602       |
| Flagler                           | 0.079      | 0.050       | 0.113          | 0.157           | 0.602       |
| Jefferson                         | 0.036      | 0.048       | 0.083          | 0.230           | 0.602       |
| Otsego                            | 0.060      | 0.068       | 0.097          | 0.172           | 0.602       |
| Roosevelt                         | 0.009      | 0.154       | 0.089          | 0.146           | 0.602       |
| York                              | 0.057      | 0.074       | 0.062          | 0.204           | 0.602       |
| Benewah                           | 0.038      | 0.059       | 0.150          | 0.152           | 0.601       |
| Attala                            | 0.065      | 0.104       | 0.092          | 0.139           | 0.601       |
| Seward                            | 0.028      | 0.046       | 0.216          | 0.109           | 0.601       |
| Pontotoc                          | 0.029      | 0.033       | 0.102          | 0.235           | 0.601       |
| Fannin                            | 0.075      | 0.088       | 0.125          | 0.112           | 0.600       |
| Catahoula                         | 0.110      | 0.056       | 0.086          | 0.147           | 0.600       |
| Chambers                          | 0.027      | 0.094       | 0.078          | 0.201           | 0.600       |
| Hockley                           | 0.031      | 0.072       | 0.060          | 0.237           | 0.600       |
| Reeves                            | 0.070      | 0.040       | 0.086          | 0.204           | 0.600       |
| Grundy                            | 0.056      | 0.056       | 0.105          | 0.183           | 0.599       |
| Mackinac                          | 0.032      | 0.040       | 0.073          | 0.256           | 0.599       |
| Harrison                          | 0.086      | 0.037       | 0.088          | 0.190           | 0.599       |
| Hill                              | 0.047      | 0.083       | 0.029          | 0.242           | 0.599       |
| Highland                          | 0.059      | 0.041       | 0.103          | 0.197           | 0.599       |
| St. Joseph                        | 0.031      | 0.040       | 0.102          | 0.228           | 0.598       |
| Boyle                             | 0.092      | 0.037       | 0.112          | 0.161           | 0.598       |
| Claiborne                         | 0.038      | 0.061       | 0.088          | 0.214           | 0.598       |
| Belknap                           | 0.114      | 0.020       | 0.110          | 0.158           | 0.598       |
| Carroll                           | 0.088      | 0.035       | 0.107          | 0.172           | 0.598       |
| Harney                            | 0.032      | 0.099       | 0.114          | 0.157           | 0.598       |
| Bailey                            | 0.018      | 0.106       | 0.060          | 0.217           | 0.598       |
| Teller                            | 0.105      | 0.087       | 0.066          | 0.145           | 0.597       |
| Henry                             | 0.067      | 0.072       | 0.061          | 0.203           | 0.597       |
| Trigg                             | 0.066      | 0.053       | 0.131          | 0.152           | 0.597       |
| Clarke                            | 0.044      | 0.021       | 0.133          | 0.205           | 0.597       |
| Berkeley                          | 0.050      | 0.074       | 0.107          | 0.171           | 0.597       |
| Andrews                           | 0.090      | 0.044       | 0.067          | 0.202           | 0.597       |
| Lamb                              | 0.038      | 0.065       | 0.046          | 0.255           | 0.597       |
| Terrell                           | 0.021      | 0.061       | 0.167          | 0.154           | 0.597       |
| Garland                           | 0.025      | 0.102       | 0.068          | 0.210           | 0.596       |
