mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 955     | Potter                            | Pennsylvania   |
| 12191   | Schuylkill                        | Pennsylvania   |
| 3091    | Snyder                            | Pennsylvania   |
| 6726    | Somerset                          | Pennsylvania   |
| 315     | Sullivan                          | Pennsylvania   |
| 1735    | Susquehanna                       | Pennsylvania   |
| 2468    | Tioga                             | Pennsylvania   |
| 5284    | Union                             | Pennsylvania   |
| 3406    | Venango                           | Pennsylvania   |
| 2204    | Warren                            | Pennsylvania   |
| 13926   | Washington                        | Pennsylvania   |
| 3129    | Wayne                             | Pennsylvania   |
| 27172   | Westmoreland                      | Pennsylvania   |
